date,modal_price,source
2026-05-14,2848.84,synthetic
2026-05-15,2865.16,synthetic
2026-05-16,2988.52,synthetic
2026-05-17,3003.09,synthetic
2026-05-18,2985.31,synthetic
2026-05-19,2992.0,synthetic
2026-05-20,3080.73,synthetic
2026-05-21,3088.04,synthetic
2026-05-22,3120.12,synthetic
2026-05-23,3194.74,synthetic
2026-05-24,3161.97,synthetic
2026-05-25,3052.78,synthetic
2026-05-26,3071.06,synthetic
2026-05-27,3085.17,synthetic
2026-05-28,3047.66,synthetic
2026-05-29,3100.75,synthetic
2026-05-30,3138.43,synthetic
2026-05-31,3075.98,synthetic
2026-06-01,3107.86,synthetic
