date,modal_price,source
2026-02-27,6704.59,synthetic
2026-02-28,6864.63,synthetic
2026-03-01,6862.1,synthetic
2026-03-02,6897.97,synthetic
2026-03-03,6921.14,synthetic
2026-03-04,7071.29,synthetic
2026-03-05,7197.64,synthetic
2026-03-06,7237.03,synthetic
2026-03-07,7090.71,synthetic
2026-03-08,7218.82,synthetic
2026-03-09,7273.84,synthetic
2026-03-10,7452.33,synthetic
2026-03-11,7447.87,synthetic
2026-03-12,7738.8,synthetic
2026-03-13,7683.25,synthetic
2026-03-14,7928.05,synthetic
2026-03-15,7946.31,synthetic
2026-03-16,7864.26,synthetic
2026-03-17,7686.77,synthetic
2026-03-18,7663.55,synthetic
2026-03-19,7881.7,synthetic
2026-03-20,8010.39,synthetic
2026-03-21,8120.76,synthetic
2026-03-22,7734.88,synthetic
2026-03-23,7844.86,synthetic
2026-03-24,7932.08,synthetic
2026-03-25,7844.83,synthetic
2026-03-26,7746.4,synthetic
2026-03-27,7746.04,synthetic
2026-03-28,8013.26,synthetic
2026-03-29,7844.16,synthetic
2026-03-30,7777.05,synthetic
2026-03-31,7988.86,synthetic
2026-04-01,7917.58,synthetic
2026-04-02,7859.9,synthetic
2026-04-03,7875.27,synthetic
2026-04-04,7679.76,synthetic
2026-04-05,7713.54,synthetic
2026-04-06,7526.93,synthetic
2026-04-07,7660.19,synthetic
2026-04-08,7660.68,synthetic
2026-04-09,8010.53,synthetic
2026-04-10,8055.52,synthetic
2026-04-11,8275.55,synthetic
2026-04-12,8059.84,synthetic
2026-04-13,8040.16,synthetic
2026-04-14,8092.12,synthetic
2026-04-15,8374.65,synthetic
2026-04-16,8093.11,synthetic
2026-04-17,8253.45,synthetic
2026-04-18,8351.07,synthetic
2026-04-19,8607.2,synthetic
2026-04-20,8729.84,synthetic
2026-04-21,8738.93,synthetic
2026-04-22,8647.75,synthetic
2026-04-23,8431.87,synthetic
2026-04-24,8464.83,synthetic
2026-04-25,8432.38,synthetic
2026-04-26,8773.09,synthetic
2026-04-27,8665.88,synthetic
2026-04-28,8721.41,synthetic
2026-04-29,8447.73,synthetic
2026-04-30,8380.91,synthetic
2026-05-01,8424.69,synthetic
2026-05-02,8563.52,synthetic
2026-05-03,8811.54,synthetic
2026-05-04,8803.76,synthetic
2026-05-05,8607.04,synthetic
2026-05-06,8685.85,synthetic
2026-05-07,8775.66,synthetic
2026-05-08,8861.95,synthetic
2026-05-09,8737.84,synthetic
2026-05-10,8935.9,synthetic
2026-05-11,8951.61,synthetic
2026-05-12,9076.9,synthetic
2026-05-13,9308.19,synthetic
2026-05-14,9421.62,synthetic
2026-05-15,9475.61,synthetic
2026-05-16,9883.59,synthetic
2026-05-17,9931.76,synthetic
2026-05-18,9872.97,synthetic
2026-05-19,9895.08,synthetic
2026-05-20,10188.52,synthetic
2026-05-21,10212.71,synthetic
2026-05-22,10318.8,synthetic
2026-05-23,10565.57,synthetic
2026-05-24,10457.2,synthetic
2026-05-25,10096.1,synthetic
2026-05-26,10156.56,synthetic
2026-05-27,10203.22,synthetic
2026-05-28,10079.15,synthetic
2026-05-29,10254.74,synthetic
2026-05-30,6945.08,real
