date,modal_price,source
2026-03-09,5341.42,synthetic
2026-03-10,5472.49,synthetic
2026-03-11,5469.22,synthetic
2026-03-12,5682.85,synthetic
2026-03-13,5642.07,synthetic
2026-03-14,5821.83,synthetic
2026-03-15,5835.23,synthetic
2026-03-16,5774.98,synthetic
2026-03-17,5644.65,synthetic
2026-03-18,5627.6,synthetic
2026-03-19,5787.79,synthetic
2026-03-20,5882.29,synthetic
2026-03-21,5963.34,synthetic
2026-03-22,5679.98,synthetic
2026-03-23,5760.74,synthetic
2026-03-24,5824.78,synthetic
2026-03-25,5760.72,synthetic
2026-03-26,5688.44,synthetic
2026-03-27,5688.17,synthetic
2026-03-28,5884.4,synthetic
2026-03-29,5760.23,synthetic
2026-03-30,5710.94,synthetic
2026-03-31,5866.48,synthetic
2026-04-01,5814.14,synthetic
2026-04-02,5771.78,synthetic
2026-04-03,5783.07,synthetic
2026-04-04,5639.5,synthetic
2026-04-05,5664.31,synthetic
2026-04-06,5527.27,synthetic
2026-04-07,5625.13,synthetic
2026-04-08,5625.49,synthetic
2026-04-09,5882.39,synthetic
2026-04-10,5915.43,synthetic
2026-04-11,6077.01,synthetic
2026-04-12,5918.61,synthetic
2026-04-13,5904.15,synthetic
2026-04-14,5942.31,synthetic
2026-04-15,6149.78,synthetic
2026-04-16,5943.04,synthetic
2026-04-17,6060.78,synthetic
2026-04-18,6132.46,synthetic
2026-04-19,6320.55,synthetic
2026-04-20,6410.6,synthetic
2026-04-21,6417.28,synthetic
2026-04-22,6350.33,synthetic
2026-04-23,6191.8,synthetic
2026-04-24,6216.0,synthetic
2026-04-25,6192.17,synthetic
2026-04-26,6442.37,synthetic
2026-04-27,6363.64,synthetic
2026-04-28,6404.42,synthetic
2026-04-29,6203.44,synthetic
2026-04-30,6154.38,synthetic
2026-05-01,6186.52,synthetic
2026-05-02,6288.47,synthetic
2026-05-03,6470.6,synthetic
2026-05-04,6464.89,synthetic
2026-05-05,6320.43,synthetic
2026-05-06,6378.31,synthetic
2026-05-07,6444.26,synthetic
2026-05-08,6507.62,synthetic
2026-05-09,6416.48,synthetic
2026-05-10,6561.93,synthetic
2026-05-11,6573.46,synthetic
2026-05-12,6665.47,synthetic
2026-05-13,6835.31,synthetic
2026-05-14,6918.6,synthetic
2026-05-15,6958.25,synthetic
2026-05-16,7257.84,synthetic
2026-05-17,7293.22,synthetic
2026-05-18,7250.05,synthetic
2026-05-19,7266.28,synthetic
2026-05-20,7481.77,synthetic
2026-05-21,7499.53,synthetic
2026-05-22,7577.43,synthetic
2026-05-23,7758.64,synthetic
2026-05-24,7679.06,synthetic
2026-05-25,7413.89,synthetic
2026-05-26,7458.29,synthetic
2026-05-27,7492.56,synthetic
2026-05-28,7401.45,synthetic
2026-05-29,7530.4,synthetic
2026-05-30,7621.9,synthetic
2026-05-31,7470.23,synthetic
2026-06-01,7547.65,synthetic
